x;y;u;v;column;row
0.3793;1.0000;0.3777;0.9979;11;19
0.4138;1.0000;0.4125;0.9983;12;19
0.4483;1.0000;0.4473;0.9987;13;19
0.4828;1.0000;0.4820;0.9992;14;19
0.5172;1.0000;0.5167;0.9998;15;19
0.5517;1.0000;0.5513;1.0003;16;19
0.5862;1.0000;0.5860;1.0008;17;19
0.6207;1.0000;0.6206;1.0012;18;19
0.6552;1.0000;0.6552;1.0017;19;19
0.6897;1.0000;0.6898;1.0021;20;19
0.7241;1.0000;0.7245;1.0026;21;19
0.7586;1.0000;0.7592;1.0030;22;19
0.7931;1.0000;0.7940;1.0036;23;19
0.8276;1.0000;0.8289;1.0043;24;19
0.8621;1.0000;0.8640;1.0052;25;19
0.8966;1.0000;0.8993;1.0064;26;19
0.9310;1.0000;0.9349;1.0080;27;19
0.9655;1.0000;0.9708;1.0102;28;19
1.0000;1.0000;1.0072;1.0130;29;19
